bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-41-2573-01A	TCGA-41-2573-01A-01D	1.9	436.1 uL	DNA	D	b1a4eafd-a5b0-468e-a4e7-088d3e174b17	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-41-2573-01A	TCGA-41-2573-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	5ac9cea1-033b-426f-876b-a9214206dd28	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-41-2573-01A	TCGA-41-2573-01A-01R	1.8	183.7 uL	RNA	R	6f9caa29-3d83-4207-ade5-2ea90c13ddfb	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.1	7.5
TCGA-41-2573-01A	TCGA-41-2573-01A-01T	[Pending]	64 uL	Total RNA	T	cb4c23df-5e73-4965-84ba-fbbdacecd108	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-41-2573-01A	TCGA-41-2573-01A-01W	[Pending]	27 uL	Repli-G (Qiagen) DNA	W	06c6c729-3f9d-401d-bb07-6b4a186de137	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-41-2573-01A	TCGA-41-2573-01A-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	27863cf2-59d4-42d3-a8cb-4b2ae0cb8292	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-41-2573-10A	TCGA-41-2573-10A-01D	1.9	844.4000000000001 uL	DNA	D	7abdbfec-7a7c-4b38-b1ca-427b4f77a795	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-41-2573-10A	TCGA-41-2573-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	b26290ad-6543-4dc2-ac81-f85f14b6b6d0	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-41-2573-10A	TCGA-41-2573-10A-01W	[Pending]	59 uL	Repli-G (Qiagen) DNA	W	d028c291-476c-41b1-9f93-5c9e7350a70f	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-41-2573-10A	TCGA-41-2573-10A-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	f7ae8e06-4432-4ed6-815c-0c9288e3dc3a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-2619-01A	TCGA-19-2619-01A-01D	1.9	633.1000000000001 uL	DNA	D	1ce4f9fe-eb45-454f-91c3-2f8eeaeb0444	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-2619-01A	TCGA-19-2619-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	b506e44f-9249-4c14-bdaa-a99df6274704	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-19-2619-01A	TCGA-19-2619-01A-01R	1.8	243.7 uL	RNA	R	7170ba36-3597-4b27-854b-e79cde2d0486	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	9
TCGA-19-2619-01A	TCGA-19-2619-01A-01T	[Pending]	60 uL	Total RNA	T	9fcc9431-e4ce-4131-abb3-c0dd31185754	.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-2619-01A	TCGA-19-2619-01A-01W	[Pending]	47 uL	Repli-G (Qiagen) DNA	W	729b3a94-7ffd-48ee-a8e3-df0e1b7e6905	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-2619-01A	TCGA-19-2619-01A-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	7398a91f-fc33-40b8-a2ed-4d84950de060	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-2619-10A	TCGA-19-2619-10A-01D	1.9	14.400000000000002 uL	DNA	D	1ecd8064-c265-42a5-b83d-c4eb36af4bbc	0.157 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-2619-10A	TCGA-19-2619-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	f7cc42b5-3847-4c60-a305-3ed39c6fbae7	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-19-2619-10A	TCGA-19-2619-10A-01W	[Pending]	27 uL	Repli-G (Qiagen) DNA	W	063186fb-a66e-4258-a84f-d3fa48b28936	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-2619-10A	TCGA-19-2619-10A-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	86f62e90-619d-4205-a2a9-ff09427ba63e	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-1390-01A	TCGA-19-1390-01A-01D	1.9	534.1000000000001 uL	DNA	D	e1fa467a-e1a7-4fec-8850-87a21027bfd9	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-1390-01A	TCGA-19-1390-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	9f6a0423-2e39-4fa1-b2cc-c6409c1f20b3	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-19-1390-01A	TCGA-19-1390-01A-01R	1.8	190.7 uL	RNA	R	ffa3896b-4223-4e09-b3aa-64e706295c5d	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.8	8.9
TCGA-19-1390-01A	TCGA-19-1390-01A-01T	[Pending]	69 uL	Total RNA	T	d5e604ad-b4e4-4fe3-bc12-b5906a8c6049	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-1390-01A	TCGA-19-1390-01A-01W	[Pending]	28 uL	Repli-G (Qiagen) DNA	W	5603adde-ff98-4125-822f-80ca8677eede	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-1390-01A	TCGA-19-1390-01A-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	3c80e38e-c900-4ba7-a0b6-a01d5a2d85dc	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-1390-10C	TCGA-19-1390-10C-01D	1.9	76.4 uL	DNA	D	7771e7ae-1643-4e40-8795-a2cbc525e83b	0.157 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-19-1390-10C	TCGA-19-1390-10C-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	1d0b5a99-80f2-45f9-a1e9-9788aea42e51	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-19-1390-10C	TCGA-19-1390-10C-01W	[Pending]	35 uL	Repli-G (Qiagen) DNA	W	14d1eddc-b572-4f6d-91c4-ba76e14ca8d7	0.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-19-1390-10C	TCGA-19-1390-10C-01X	[Pending]	200 uL	Repli-G X (Qiagen) DNA	X	e247a52c-1f90-411a-ac15-1204a52fab38	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-15-0742-01A	TCGA-15-0742-01A-01D	1.90	31.900000000000002 uL	DNA	D	ac4ada9b-e3f3-424b-8bc1-b46e285435a7	0.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-15-0742-01A	TCGA-15-0742-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	177214c8-4d5a-4dab-9360-0c67543c1d98	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-15-0742-01A	TCGA-15-0742-01A-01R	1.81	94.93000000000002 uL	RNA	R	5f98d0d2-abbc-4d62-9388-68a96f61e746	0.184 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	8.4
TCGA-15-0742-01A	TCGA-15-0742-01A-01T	[Pending]	79 uL	Total RNA	T	c869238d-f651-4e81-9eba-30ef2d55ce89	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-15-0742-01A	TCGA-15-0742-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	668bb5f7-f60e-4f1d-9ca9-a48e5fe2055e	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-15-0742-10A	TCGA-15-0742-10A-01D	1.90	0 uL	DNA	D	07e00185-3c73-488c-b07d-293230a4393f	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-15-0742-10A	TCGA-15-0742-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	83ef67eb-d1ba-47bc-bae8-be371e4f9054	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-15-0742-10A	TCGA-15-0742-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	c62c98eb-f7f3-4e58-b0f5-30ab08a5a07b	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0743-01A	TCGA-06-0743-01A-01D	1.90	20.900000000000002 uL	DNA	D	420fd6b7-062b-44bd-86b0-10e0687e91e5	0.187 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0743-01A	TCGA-06-0743-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	481f3f7b-7ca5-45bc-b944-bf6120931a57	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0743-01A	TCGA-06-0743-01A-01R	1.95	44.60000000000001 uL	RNA	R	2acab668-b3ff-43b6-95af-ed1a6e52b8d3	0.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	7.6
TCGA-06-0743-01A	TCGA-06-0743-01A-01T	[Pending]	35 uL	Total RNA	T	195ea664-bb7e-4591-8434-2ce3d46387b1	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0743-01A	TCGA-06-0743-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6fb2280d-573f-4be2-87f7-9271e280094a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0743-10A	TCGA-06-0743-10A-01D	1.91	116.7 uL	DNA	D	c155d977-c79b-48b3-bf77-1354b0085b65	0.179 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0743-10A	TCGA-06-0743-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	91d3e9fb-1879-40b8-a5ed-79a6fe862e63	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0743-10A	TCGA-06-0743-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	e3b29b6a-e0c4-4582-a0ca-136a93d9b610	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0750-01A	TCGA-06-0750-01A-01D	1.90	190.23 uL	DNA	D	6f3fbcc8-794c-4dcb-8f94-73dfa3419be2	0.176 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0750-01A	TCGA-06-0750-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	80844810-3a49-4b80-b3a9-e508a9b9b0ab	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0750-01A	TCGA-06-0750-01A-01R	1.95	141.93 uL	RNA	R	f7ba761d-d2dd-4135-8a86-57f056cfa653	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	7.6
TCGA-06-0750-01A	TCGA-06-0750-01A-01T	[Pending]	44 uL	Total RNA	T	191f0f47-4318-4b8c-9cff-08582306e3d9	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0750-01A	TCGA-06-0750-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	7025caff-6484-4857-b0fa-70d7f12d3000	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0750-10A	TCGA-06-0750-10A-01D	1.90	241.7 uL	DNA	D	59ae23a6-09b2-4613-994f-97ea734d3d28	0.197 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0750-10A	TCGA-06-0750-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	aa3a0b9f-d2ec-4006-83e1-306a205bb101	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0750-10A	TCGA-06-0750-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	dcf99cf8-3981-4d73-a752-51f85286e929	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0745-01A	TCGA-06-0745-01A-01D	1.91	339.57 uL	DNA	D	debf4d43-8ffd-4c93-b892-4e9a480b2855	0.184 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0745-01A	TCGA-06-0745-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	8ab9f3cd-9407-4cbe-b586-86f274a51dbd	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0745-01A	TCGA-06-0745-01A-01R	1.95	37.60000000000001 uL	RNA	R	38925fee-4f43-4b5e-ae3c-26955048b1cf	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.2	8.0
TCGA-06-0745-01A	TCGA-06-0745-01A-01T	[Pending]	32 uL	Total RNA	T	e98e9907-f07a-43f4-bf8d-6c2deed6fa1d	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0745-01A	TCGA-06-0745-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	a42a1aad-e944-45cb-beed-0bca5c423bbe	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0745-10A	TCGA-06-0745-10A-01D	1.90	126.36999999999999 uL	DNA	D	3aed7c2c-d072-4400-8df9-79ea2a641fcb	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0745-10A	TCGA-06-0745-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	25254e30-8266-43a8-b6a6-a78716a91442	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0745-10A	TCGA-06-0745-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3ffce682-0c20-4163-83a2-657ae49eed1c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0747-01A	TCGA-06-0747-01A-01D	1.90	310.57 uL	DNA	D	3bdcc19d-4119-49fe-9ec5-ac4f6aa8adc8	0.182 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0747-01A	TCGA-06-0747-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	4df50f15-28b9-40ce-b49b-045feb80ddcf	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0747-01A	TCGA-06-0747-01A-01R	1.95	300.59999999999997 uL	RNA	R	7a349701-4d65-4d5f-9068-a3d30d9362af	0.182 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.4	8.0
TCGA-06-0747-01A	TCGA-06-0747-01A-01T	[Pending]	85 uL	Total RNA	T	0530e5dd-4830-4c80-9c63-e53e4a3a1fd5	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0747-01A	TCGA-06-0747-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6b71ee04-6de3-4197-997e-0e49f1d1672d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0747-10A	TCGA-06-0747-10A-01D	1.89	134.36999999999998 uL	DNA	D	95ed29d1-5694-4c62-98cf-f84589ae6b16	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0747-10A	TCGA-06-0747-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	deb75bd9-a95b-4121-9dcf-5b09eeb8a97c	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0747-10A	TCGA-06-0747-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	23e3bd83-712b-48db-b07a-4be7077fc36c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-12-0769-01A	TCGA-12-0769-01A-01D	1.9	336.2 uL	DNA	D	79bc29fe-45b0-4d39-94c0-bcb1fbc1fc71	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-12-0769-01A	TCGA-12-0769-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	2cfe8b3c-4cd1-42bf-ae8b-e273586065b3	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-12-0769-01A	TCGA-12-0769-01A-01R	1.79	227.9 uL	RNA	R	8e6ab69f-ecaa-4c3b-b575-767c44cd1254	0.194 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.3	8.4
TCGA-12-0769-01A	TCGA-12-0769-01A-01T	[Pending]	65 uL	Total RNA	T	656bfb5d-255a-4a28-a5dc-d9cb330c5503	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-12-0769-01A	TCGA-12-0769-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	70584186-f749-495d-b2d8-31e6d2317057	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-12-0769-10A	TCGA-12-0769-10A-01D	1.91	0 uL	DNA	D	76c740a4-23cc-45c8-bcee-0094e38b2598	0.185 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-12-0769-10A	TCGA-12-0769-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	663e6d06-e47a-4b72-8e1c-22c1cce56260	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-12-0769-10A	TCGA-12-0769-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	5f9b9a15-3e62-41e9-a028-194cec90ebb4	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0744-01A	TCGA-06-0744-01A-01D	1.91	108.57000000000001 uL	DNA	D	62be23f4-52cc-405f-9783-e9737402496e	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0744-01A	TCGA-06-0744-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	47fadeea-7e98-46b3-8487-0756a06bca2a	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0744-01A	TCGA-06-0744-01A-01R	1.95	11.600000000000001 uL	RNA	R	b9415e8d-3b0e-42a8-900c-24951b4fac61	0.176 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.9	7.8
TCGA-06-0744-01A	TCGA-06-0744-01A-01T	[Pending]	43 uL	Total RNA	T	99ef633d-31db-4cce-8cde-dc81b8539bc9	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0744-01A	TCGA-06-0744-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	870573cf-955f-4205-8e62-6f6cc6de885c	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0744-10A	TCGA-06-0744-10A-01D	1.88	39.370000000000005 uL	DNA	D	98dfaacf-6601-4094-98d3-116b1552941e	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0744-10A	TCGA-06-0744-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	b862d518-9b36-4221-a2de-0e4ab1f2e871	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0744-10A	TCGA-06-0744-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b85af967-475a-465a-b867-13f955d9ea3a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0749-01A	TCGA-06-0749-01A-01D	1.90	90.86999999999999 uL	DNA	D	3119ba88-e925-4da3-a189-740e2dfe09ac	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0749-01A	TCGA-06-0749-01A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	cbb4cdf4-025c-40b4-ae33-f44a9f06fa88	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0749-01A	TCGA-06-0749-01A-01R	1.80	45.60000000000001 uL	RNA	R	ec9e9a7c-97a0-42dd-8aa0-332a8d5ba4c4	0.172 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.5	7.7
TCGA-06-0749-01A	TCGA-06-0749-01A-01T	[Pending]	31 uL	Total RNA	T	3312b701-dd14-40ad-8733-bf32982ac05e	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0749-01A	TCGA-06-0749-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	e036db73-d788-4c66-b210-4c477d8f75fb	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0749-10A	TCGA-06-0749-10A-01D	1.90	600.37 uL	DNA	D	a61ad450-942e-44c5-a3f8-e3be8f1f77da	0.193 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0749-10A	TCGA-06-0749-10A-01G	[Pending]	125 uL	GenomePlex (Rubicon) Amplified DNA	G	47ec6211-4287-4a36-94e6-e77c8793d2e5	[Completed]	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	[]	[]	null	null
TCGA-06-0749-10A	TCGA-06-0749-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fe90a88e-c14d-4931-868f-4d10ae15845d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0131-01A	TCGA-06-0131-01A-01D	1.9	[Not Applicable]	DNA	D	75023daa-eae3-4971-96d9-f9608566d92b	.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0131-01A	TCGA-06-0131-01A-01R	1.8	[Not Applicable]	RNA	R	74df50f8-b4d1-44f5-9f6c-4f88102df842	.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	8.2
TCGA-06-0131-01A	TCGA-06-0131-01A-01T	[Pending]	[Not Applicable]	Total RNA	T	f0034073-807d-4953-b5f3-a7e8982bba28	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
