Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1827-01	TCGA-14-1827-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1827-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-1829-01	TCGA-14-1829-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-14-1829-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-2554-01	TCGA-14-2554-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-14-2554-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-2555-01	TCGA-14-2555-01B-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-14-2555-01B-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-3476-01	TCGA-14-3476-01B-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-14-3476-01B-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-3477-01	TCGA-14-3477-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-14-3477-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-14-4157-01	TCGA-14-4157-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-14-4157-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-15-0742-01	TCGA-15-0742-01A-01R-0338-01	broad.mit.edu__HT_HG-U133A__TCGA-15-0742-01A-01R-0338-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-15-1444-01	TCGA-15-1444-01A-02R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-15-1444-01A-02R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-15-1446-01	TCGA-15-1446-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-15-1446-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-15-1447-01	TCGA-15-1447-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-15-1447-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-15-1449-01	TCGA-15-1449-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-15-1449-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-0846-01	TCGA-16-0846-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-16-0846-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-0848-01	TCGA-16-0848-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-16-0848-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-0849-01	TCGA-16-0849-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-16-0849-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-0850-01	TCGA-16-0850-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-16-0850-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-0861-01	TCGA-16-0861-01A-01R-0389-01	broad.mit.edu__HT_HG-U133A__TCGA-16-0861-01A-01R-0389-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1045-01	TCGA-16-1045-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1045-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1047-01	TCGA-16-1047-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1047-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1048-01	TCGA-16-1048-01B-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1048-01B-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1055-01	TCGA-16-1055-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1055-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1056-01	TCGA-16-1056-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1056-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1060-01	TCGA-16-1060-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1060-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1062-01	TCGA-16-1062-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1062-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1063-01	TCGA-16-1063-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1063-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-16-1460-01	TCGA-16-1460-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-16-1460-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0955-01	TCGA-19-0955-01A-02R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0955-01A-02R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0957-01	TCGA-19-0957-01C-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0957-01C-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0960-01	TCGA-19-0960-01A-02R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0960-01A-02R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0962-01	TCGA-19-0962-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0962-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0963-01	TCGA-19-0963-01B-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0963-01B-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-0964-01	TCGA-19-0964-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-0964-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1385-01	TCGA-19-1385-01A-02R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1385-01A-02R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1386-01	TCGA-19-1386-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1386-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1387-01	TCGA-19-1387-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1387-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1388-01	TCGA-19-1388-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1388-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1389-01	TCGA-19-1389-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1389-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1390-01	TCGA-19-1390-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1390-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1392-01	TCGA-19-1392-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1392-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1786-01	TCGA-19-1786-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1786-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1787-01	TCGA-19-1787-01B-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1787-01B-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1788-01	TCGA-19-1788-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1788-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1789-01	TCGA-19-1789-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1789-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1790-01	TCGA-19-1790-01B-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1790-01B-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-1791-01	TCGA-19-1791-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-19-1791-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2619-01	TCGA-19-2619-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2619-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2620-01	TCGA-19-2620-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2620-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2621-01	TCGA-19-2621-01B-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2621-01B-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2623-01	TCGA-19-2623-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2623-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2624-01	TCGA-19-2624-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2624-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2625-01	TCGA-19-2625-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2625-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2629-01	TCGA-19-2629-01A-01R-0916-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2629-01A-01R-0916-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-2631-01	TCGA-19-2631-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-19-2631-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-4068-01	TCGA-19-4068-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-19-4068-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5947-01	TCGA-19-5947-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5947-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5950-01	TCGA-19-5950-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5950-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5951-01	TCGA-19-5951-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5951-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5952-01	TCGA-19-5952-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5952-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5954-01	TCGA-19-5954-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5954-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5955-01	TCGA-19-5955-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5955-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5956-01	TCGA-19-5956-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5956-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5958-01	TCGA-19-5958-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5958-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5959-01	TCGA-19-5959-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5959-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-19-5960-01	TCGA-19-5960-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-19-5960-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1438-01	TCGA-26-1438-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1438-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1439-01	TCGA-26-1439-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1439-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1440-01	TCGA-26-1440-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1440-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1442-01	TCGA-26-1442-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1442-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1443-01	TCGA-26-1443-01A-01R-0522-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1443-01A-01R-0522-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-1799-01	TCGA-26-1799-01A-02R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-26-1799-01A-02R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5132-01	TCGA-26-5132-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5132-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5133-01	TCGA-26-5133-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5133-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5134-01	TCGA-26-5134-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5134-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5135-01	TCGA-26-5135-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5135-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5136-01	TCGA-26-5136-01B-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5136-01B-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-26-5139-01	TCGA-26-5139-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-26-5139-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1830-01	TCGA-27-1830-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1830-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1831-01	TCGA-27-1831-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1831-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1832-01	TCGA-27-1832-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1832-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1833-01	TCGA-27-1833-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1833-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1834-01	TCGA-27-1834-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1834-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1835-01	TCGA-27-1835-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1835-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1836-01	TCGA-27-1836-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1836-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1837-01	TCGA-27-1837-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1837-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-1838-01	TCGA-27-1838-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-1838-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2518-01	TCGA-27-2518-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2518-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2519-01	TCGA-27-2519-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2519-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2521-01	TCGA-27-2521-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2521-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2523-01	TCGA-27-2523-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2523-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2524-01	TCGA-27-2524-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2524-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2526-01	TCGA-27-2526-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2526-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2527-01	TCGA-27-2527-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2527-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-27-2528-01	TCGA-27-2528-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-27-2528-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1745-01	TCGA-28-1745-01B-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1745-01B-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1746-01	TCGA-28-1746-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1746-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1747-01	TCGA-28-1747-01C-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1747-01C-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1749-01	TCGA-28-1749-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1749-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1750-01	TCGA-28-1750-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1750-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1751-01	TCGA-28-1751-01A-02R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1751-01A-02R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1752-01	TCGA-28-1752-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1752-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1753-01	TCGA-28-1753-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1753-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1755-01	TCGA-28-1755-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1755-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1756-01	TCGA-28-1756-01C-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1756-01C-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1757-01	TCGA-28-1757-01A-02R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1757-01A-02R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-1760-01	TCGA-28-1760-01A-01R-0596-01	broad.mit.edu__HT_HG-U133A__TCGA-28-1760-01A-01R-0596-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2501-01	TCGA-28-2501-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2501-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2502-01	TCGA-28-2502-01B-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2502-01B-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2506-01	TCGA-28-2506-01A-02R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2506-01A-02R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2509-01	TCGA-28-2509-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2509-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2510-01	TCGA-28-2510-01A-01R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2510-01A-01R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2513-01	TCGA-28-2513-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2513-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-2514-01	TCGA-28-2514-01A-02R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-28-2514-01A-02R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5204-01	TCGA-28-5204-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5204-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5207-01	TCGA-28-5207-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5207-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5208-01	TCGA-28-5208-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5208-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5209-01	TCGA-28-5209-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5209-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5213-01	TCGA-28-5213-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5213-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5214-01	TCGA-28-5214-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5214-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5215-01	TCGA-28-5215-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5215-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5216-01	TCGA-28-5216-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5216-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5218-01	TCGA-28-5218-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5218-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5219-01	TCGA-28-5219-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5219-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-5220-01	TCGA-28-5220-01A-01R-1482-01	broad.mit.edu__HT_HG-U133A__TCGA-28-5220-01A-01R-1482-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-28-6450-01	TCGA-28-6450-01A-11R-1698-01	broad.mit.edu__HT_HG-U133A__TCGA-28-6450-01A-11R-1698-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1970-01	TCGA-32-1970-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1970-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1973-01	TCGA-32-1973-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1973-01A-01R-1230-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1976-01	TCGA-32-1976-01A-01R-0789-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1976-01A-01R-0789-01__gene_expression_analysis.txt
Expression-Genes	BI	HT_HG-U133A	3	TCGA-32-1977-01	TCGA-32-1977-01A-01R-1230-01	broad.mit.edu__HT_HG-U133A__TCGA-32-1977-01A-01R-1230-01__gene_expression_analysis.txt
